id,intents_gold,slots_gold,intents_pred,slots_pred
test_198,reminder/set_reminder,O O B-reminder/todo I-reminder/todo,reminder/set_reminder,O O B-reminder/todo I-reminder/todo
test_199,weather/find,O O O B-datetime I-datetime B-weather/attribute O,weather/find,O O O B-datetime I-datetime B-weather/attribute
test_200,weather/find,O B-weather/attribute O B-datetime O,weather/find,O B-weather/attribute O B-datetime
test_201,alarm/show_alarms,O O O O B-reference O,alarm/show_alarms,O O O O O O
test_202,weather/find,O B-datetime O O,weather/find,O B-datetime O
test_203,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_204,alarm/cancel_alarm,O B-reference O O B-datetime I-datetime I-datetime I-datetime,alarm/cancel_alarm,O O O O B-datetime I-datetime I-datetime I-datetime I-datetime
test_205,reminder/cancel_reminder,O O O B-datetime I-datetime B-reminder/todo,reminder/cancel_reminder,O O O B-reminder/todo O B-reminder/todo B-reminder/todo
test_206,alarm/set_alarm,O O O B-datetime I-datetime I-datetime,alarm/set_alarm,O O O B-datetime I-datetime I-datetime
test_207,alarm/cancel_alarm,O B-reference O O B-datetime,alarm/cancel_alarm,O B-reference O O B-datetime
test_208,reminder/set_reminder,O O B-reminder/todo I-reminder/todo,reminder/set_reminder,O O B-reminder/todo I-reminder/todo
test_209,weather/find,O B-datetime B-weather/attribute I-weather/attribute O,weather/find,O B-datetime B-weather/attribute B-weather/attribute
test_210,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-weather/attribute O B-location
test_211,reminder/set_reminder,O O B-datetime,reminder/set_reminder,O O B-datetime
test_212,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_213,weather/find,O O B-weather/attribute O B-datetime O,weather/find,O O B-weather/attribute B-datetime B-datetime
test_214,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_215,weather/find,O O O O B-weather/attribute B-datetime O,weather/find,O O O O B-weather/attribute B-datetime
test_216,reminder/show_reminders,O B-reference O,reminder/show_reminders,O O O
test_217,weather/find,O O O B-datetime,weather/find,O O O B-datetime
test_218,weather/find,B-datetime B-weather/attribute O,weather/find,B-datetime B-weather/attribute
test_219,reminder/cancel_reminder,O B-reference O,reminder/cancel_reminder,O B-reference O
test_220,weather/find,B-weather/attribute O,weather/find,B-weather/attribute
test_221,alarm/set_alarm,O O O B-recurring_datetime I-recurring_datetime I-recurring_datetime I-recurring_datetime I-recurring_datetime,alarm/set_alarm,O O O B-datetime I-datetime I-datetime I-datetime I-datetime
test_222,alarm/set_alarm,O O O B-datetime I-datetime I-datetime,alarm/set_alarm,O O O B-datetime I-datetime I-datetime
test_223,weather/find,O B-weather/attribute B-weather/attribute B-datetime O,weather/find,O O B-weather/attribute B-datetime
test_224,alarm/show_alarms,O B-reference I-reference O,alarm/show_alarms,O B-reference O O
test_225,reminder/show_reminders,O O B-reference I-reference O,reminder/show_reminders,O O B-reference O O
test_226,alarm/cancel_alarm,O B-reference O,alarm/cancel_alarm,O B-reference O
test_227,weather/find,O O B-weather/attribute O B-location I-location O,weather/find,O O B-weather/attribute O B-location I-location
test_228,weather/find,O B-datetime O,weather/find,O B-datetime O
test_229,reminder/cancel_reminder,O B-reference O,reminder/cancel_reminder,O O O
test_230,alarm/time_left_on_alarm,O O O O O O,alarm/time_left_on_alarm,O O O O O
test_428_1,PlayMusic,O B-album I-album I-album O B-artist I-artist O,SearchScreeningEvent,O B-movie_name I-playlist I-playlist I-entity_name I-movie_name I-location
test_428_2,PlayMusic,O B-album I-album O B-artist I-artist O,PlayMusic,O B-playlist O O B-artist I-artist
test_430_1,PlayMusic,O B-album I-album O B-artist I-artist O,alarm/set_alarm,O O O O O I-location
test_313_1,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_259_1,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-weather/attribute B-datetime O B-location
test_366_1,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location B-datetime I-datetime
test_269_1,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location
test_191_1,weather/find,B-weather/attribute I-weather/attribute O B-location I-location,weather/find,B-weather/attribute O O B-location I-location
test_191_2,weather/find,B-weather/attribute I-weather/attribute O B-location I-location,weather/find,B-weather/attribute O O B-location I-location
test_191_3,weather/find,B-weather/attribute I-weather/attribute O B-location I-location,weather/find,B-weather/attribute O O B-location I-location
test_191_4,weather/find,B-weather/attribute I-weather/attribute O B-location I-location,weather/find,B-weather/attribute O O B-location I-location
test_476_1,BookRestaurant,O O O O O B-restaurant_name O B-location O,BookRestaurant,O O O O O B-location O B-location
test_259_2,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-weather/attribute B-datetime O B-location
test_434_1,BookRestaurant,O O O O B-restaurant_name I-restaurant_name O B-location,BookRestaurant,O O O O B-location B-restaurant_type O B-location
test_204_1,alarm/cancel_alarm,O B-reference O O B-datetime I-datetime I-datetime B-datetime,alarm/cancel_alarm,O O O O B-datetime I-datetime I-datetime I-datetime I-datetime
test_213_1,weather/find,O O B-weather/attribute O B-datetime O,weather/find,O O B-weather/attribute B-datetime B-datetime
test_385_1,SearchCreativeWork,O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O B-object_name I-object_name I-object_name
test_385_2,SearchCreativeWork,O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O O O B-object_name I-object_name
test_385_3,SearchCreativeWork,O O B-object_type O O B-object_name O,SearchCreativeWork,O O O O O B-object_name
test_385_4,SearchCreativeWork,O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O B-object_name I-object_name I-object_name
test_385_5,SearchCreativeWork,O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O B-object_name I-object_name I-object_name
test_415_1,AddToPlaylist,O B-artist O B-reference O B-playlist I-playlist,AddToPlaylist,O B-entity_name O B-reference O B-playlist I-playlist
test_472_1,AddToPlaylist,O B-artist O B-reference O B-playlist I-playlist,AddToPlaylist,O B-artist B-reference O B-playlist I-playlist
test_422_1,AddToPlaylist,O B-music_item O B-reference O B-playlist I-playlist,AddToPlaylist,O B-music_item O B-reference O B-playlist I-playlist
test_403_1,AddToPlaylist,O B-music_item O O B-playlist I-playlist I-playlist,AddToPlaylist,O B-music_item O O B-playlist I-playlist I-playlist
test_415_2,AddToPlaylist,O B-artist O B-reference O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,O B-entity_name O B-reference O B-playlist I-playlist I-playlist I-playlist
test_476_2,BookRestaurant,O O O O O B-restaurant_name O B-location O,BookRestaurant,O O O O O B-location O B-location
test_495_1,BookRestaurant,O O O B-restaurant_name O B-location O B-location O B-location I-location,BookRestaurant,O O O B-served_dish O B-location B-location O B-location I-location
test_286_1,RateBook,O B-object_part_of_series_type B-object_name I-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name I-object_name O B-rating_value B-rating_unit
test_286_2,RateBook,O B-object_part_of_series_type B-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name O B-rating_value B-rating_unit
test_286_3,RateBook,O B-object_part_of_series_type B-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name O B-rating_value B-rating_unit
test_286_4,RateBook,O B-object_part_of_series_type B-object_name I-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name I-object_name O B-rating_value B-rating_unit
test_286_5,RateBook,O B-object_part_of_series_type B-object_name I-object_name I-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name I-object_name I-object_name O B-rating_value B-rating_unit
test_453_1,BookRestaurant,O O O B-cuisine B-restaurant_type O B-datetime I-datetime O B-location I-location O B-party_size_number O,BookRestaurant,O O O O B-restaurant_type O B-datetime I-datetime O B-location I-location O B-party_size_number O
test_212_1,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_409_1,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
test_186_1,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_186_2,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_177_1,weather/find,O O B-weather/attribute O B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-datetime I-datetime
test_175_1,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_175_2,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_497_1,SearchCreativeWork,O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchScreeningEvent,O O I-object_type B-datetime O O
test_455_1,SearchCreativeWork,O O B-object_type B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O I-object_name I-object_name I-object_name
test_417_1,SearchCreativeWork,O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O O I-object_type B-object_name I-object_name
test_345_1,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name O,SearchCreativeWork,O O O O I-object_type O
test_382_1,RateBook,O B-object_part_of_series_type B-object_name I-object_name I-object_name B-rating_value B-rating_unit O,RateBook,O B-object_part_of_series_type I-object_name I-object_name I-object_name B-rating_value B-rating_unit
test_409_2,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name
test_253_1,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name
test_253_2,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name
test_253_3,SearchCreativeWork,O O O B-object_type O O B-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name
test_409_3,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_4,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name
test_417_2,SearchCreativeWork,O O B-object_type I-object_type O B-object_name O,SearchCreativeWork,O O O I-object_type B-object_name
test_459_1,SearchScreeningEvent,O O O B-movie_name B-datetime I-datetime I-datetime,SearchScreeningEvent,O O O B-movie_name I-movie_name I-movie_name B-datetime
test_291_1,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime
test_459_2,SearchScreeningEvent,O O O B-movie_name I-movie_name I-movie_name B-datetime I-datetime I-datetime,SearchScreeningEvent,O O O B-movie_name I-movie_name I-reminder/todo I-reminder/todo I-movie_name I-datetime
test_459_3,SearchScreeningEvent,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name B-datetime I-datetime I-datetime,weather/find,O O O O O O O O O O I-datetime
test_382_2,RateBook,O B-object_part_of_series_type B-object_name B-rating_value B-rating_unit O,RateBook,O B-object_type I-object_name B-rating_value B-rating_unit
test_291_2,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime
test_382_3,RateBook,O B-object_part_of_series_type B-object_name I-object_name B-rating_value B-rating_unit O,BookRestaurant,O B-facility B-restaurant_type B-cuisine B-rating_value I-datetime
test_459_4,SearchScreeningEvent,O O O B-movie_name B-datetime I-datetime I-datetime,SearchScreeningEvent,O O O B-object_name I-reminder/todo I-reminder/todo B-datetime
test_291_3,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime
test_295_1,weather/find,O O O O O B-location I-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location O I-location B-datetime I-datetime
test_393_1,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O O B-location I-location B-datetime I-datetime I-datetime
test_489_1,PlayMusic,O O O B-music_item O B-artist I-artist,PlayMusic,O O O O O B-playlist I-album
test_449_1,PlayMusic,O B-artist I-artist,alarm/set_alarm,O O I-artist
test_423_1,AddToPlaylist,O B-artist I-artist O B-reference O B-playlist I-playlist,AddToPlaylist,O B-artist I-artist O B-reference O B-playlist I-playlist
test_489_2,PlayMusic,O O O B-music_item O B-artist,PlayMusic,O O O O O B-artist
test_407_1,PlayMusic,O B-sort O B-artist I-artist O,PlayMusic,O B-sort O B-artist I-artist
test_449_2,PlayMusic,O B-artist I-artist,PlayMusic,O B-artist I-artist
test_449_3,PlayMusic,O B-artist,alarm/set_alarm,O O
test_424_1,PlayMusic,O O B-sort O B-artist I-artist O B-service I-service,PlayMusic,O O B-music_item O B-artist I-artist O B-service O
test_424_2,PlayMusic,O O B-sort O B-artist O B-service I-service,PlayMusic,O O O B-music_item O B-artist O B-service O
test_442_1,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime
test_313_2,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_416_1,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location
test_366_2,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location B-datetime I-datetime
test_273_1,weather/find,O O B-location B-location O B-datetime,weather/find,O O B-location B-location O B-datetime I-datetime I-datetime I-datetime I-datetime I-datetime I-datetime I-datetime
test_286_6,RateBook,O B-object_part_of_series_type B-object_name I-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name I-playlist O B-rating_value B-rating_unit
test_286_7,RateBook,O B-object_part_of_series_type B-object_name I-object_name I-object_name O B-rating_value B-rating_unit O,RateBook,O O B-object_name I-object_name I-object_name O B-rating_value B-rating_unit
test_409_5,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_6,SearchCreativeWork,O B-object_type O O B-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name
test_253_4,SearchCreativeWork,O O O B-object_type O O B-object_name O,SearchCreativeWork,O O O O O O B-object_name
test_253_5,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O B-object_type I-object_type O O B-object_name B-datetime I-datetime I-datetime I-datetime
test_409_7,SearchCreativeWork,O B-object_type O O B-object_name,SearchCreativeWork,O O O O B-object_name
test_409_8,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name I-object_name I-object_name
test_409_9,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name I-object_name I-object_name
test_253_6,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name
test_253_7,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O B-object_type I-object_type O O B-object_name I-object_name
test_253_8,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name
test_409_10,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_253_9,SearchCreativeWork,O O O B-object_type O O B-object_name O,SearchCreativeWork,O O O O O O B-object_name
test_409_11,SearchCreativeWork,O B-object_type O O B-object_name,SearchCreativeWork,O O O O B-object_name
test_409_12,SearchCreativeWork,O B-object_type O O B-object_name,SearchCreativeWork,O O O O B-object_name O
test_253_10,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O B-object_type I-object_type O O B-object_name I-object_name I-object_name I-object_name
test_253_11,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name
test_409_13,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_253_12,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name O,SearchCreativeWork,O O O O O O B-movie_name I-movie_name
test_409_14,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_15,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_16,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name I-object_name I-object_name
test_253_13,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name
test_409_17,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_253_14,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name
test_409_18,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_19,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-movie_name I-object_name I-object_name I-movie_name
test_409_20,SearchCreativeWork,O B-object_type O O B-object_name,SearchCreativeWork,O B-object_type O O O
test_253_15,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name I-object_name
test_253_16,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name I-object_name
test_253_17,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-entity_name I-object_name I-object_name
test_409_21,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name I-object_name I-object_name
test_409_22,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name,SearchCreativeWork,O O O O B-playlist I-playlist I-playlist I-album
test_409_23,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-object_name I-object_name
test_253_18,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O B-object_type O O B-object_name I-movie_name I-movie_name
test_409_24,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O O O O B-object_name I-object_name
test_409_25,SearchCreativeWork,O B-object_type O O B-object_name I-object_name,SearchCreativeWork,O B-object_type O O B-object_name I-object_name
test_253_19,SearchCreativeWork,O O O B-object_type O O B-object_name I-object_name I-object_name I-object_name O,SearchCreativeWork,O O O O O O B-object_name I-object_name I-object_name I-object_name
test_417_3,SearchCreativeWork,O O B-object_type I-object_type O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O I-object_type B-object_name I-object_name I-object_name
test_345_2,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O B-object_name I-object_type B-object_name I-object_name I-object_name
test_345_3,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O O B-object_name I-object_type B-object_name I-object_name
test_345_4,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O B-object_name I-object_type B-object_name I-object_name
test_345_5,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O O O I-object_type B-object_name I-object_name
test_345_6,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O O B-object_name I-object_name O O
test_345_7,SearchCreativeWork,O O O B-object_type I-object_type O B-object_name I-object_name O,SearchCreativeWork,O O O O I-object_name O I-object_name
test_497_2,SearchCreativeWork,O B-object_type I-object_type B-object_name,SearchCreativeWork,O O I-object_type O
test_455_2,SearchCreativeWork,O O B-object_type B-object_name I-object_name O,SearchCreativeWork,O O O B-object_name I-object_name I-object_name
test_417_4,SearchCreativeWork,O O B-object_type I-object_type O B-object_name I-object_name I-object_name O,SearchCreativeWork,O O O I-object_type O O O
test_291_4,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime
test_382_4,RateBook,O B-object_part_of_series_type B-object_name I-object_name I-object_name B-rating_value B-rating_unit O,RateBook,O B-object_part_of_series_type I-object_name B-datetime I-object_name B-rating_value B-rating_unit
test_382_5,RateBook,O B-object_part_of_series_type B-object_name B-rating_value B-rating_unit O,RateBook,O B-object_type I-object_name B-rating_value B-rating_unit
test_291_5,SearchScreeningEvent,O O O B-movie_name I-movie_name I-movie_name O B-datetime I-datetime O,weather/find,O O O O O O O B-datetime I-datetime
test_382_6,RateBook,O B-object_part_of_series_type B-object_name B-rating_value B-rating_unit O,RateBook,O B-object_type I-object_name B-rating_value B-rating_unit
test_382_7,RateBook,O B-object_part_of_series_type B-object_name B-rating_value B-rating_unit O,RateBook,O B-object_type I-object_name B-rating_value B-rating_unit
test_291_6,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name O B-datetime I-datetime
test_382_8,RateBook,O B-object_part_of_series_type B-object_name B-rating_value B-rating_unit O,RateBook,O B-object_type I-object_name B-rating_value B-rating_unit
test_291_7,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime O,SearchScreeningEvent,O O O B-movie_name I-movie_name O B-datetime I-datetime
test_269_2,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location
test_212_2,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_366_3,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location B-datetime I-datetime
test_321_1,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location
test_442_2,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime
test_372_3,weather/find,O O O O B-location O,weather/find,O O O O B-location
test_310_1,weather/find,O O O B-condition_temperature O O B-location,weather/find,O O O B-weather/attribute O O B-location
test_274_1,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O B-served_dish O B-location O B-datetime I-datetime
test_442_3,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime
test_321_2,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location
test_399_1,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_399_2,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_3,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-restaurant_name B-restaurant_type O B-location
test_366_4,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location B-datetime I-datetime
test_259_3,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-weather/attribute B-datetime O B-location
test_310_2,weather/find,O O O B-condition_temperature O O B-location,weather/find,O O O B-weather/attribute O O B-location
test_273_2,weather/find,O O B-location B-location O B-datetime,weather/find,O O B-location B-location O B-datetime I-datetime I-datetime I-datetime I-datetime I-datetime I-datetime I-datetime
test_366_5,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location I-location B-datetime I-datetime
test_402_1,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O O B-weather/attribute O B-location O B-location O B-datetime I-datetime I-datetime
test_404_1,BookRestaurant,B-datetime I-datetime I-datetime O O O B-restaurant_type B-cuisine O,BookRestaurant,B-datetime I-datetime I-datetime O O O O B-cuisine O
test_264_1,BookRestaurant,O O O B-cuisine B-restaurant_type B-location O B-location I-location O B-party_size_number O O B-datetime O,BookRestaurant,O O O B-restaurant_type B-restaurant_type O O O B-location I-location O B-party_size_number O O B-datetime I-datetime I-datetime I-datetime I-datetime I-datetime
test_285_1,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-restaurant_type O B-served_dish O O B-served_dish
test_285_2,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish
test_285_3,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O I-served_dish
test_285_4,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-reminder/todo I-served_dish O B-served_dish I-served_dish
test_285_5,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O O
test_285_6,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O B-served_dish O B-location I-location
test_285_7,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-served_dish I-location O B-served_dish
test_285_8,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-location O B-cuisine I-served_dish
test_285_9,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O B-served_dish I-served_dish I-served_dish O B-location O
test_285_10,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-cuisine B-restaurant_type
test_285_11,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-served_dish I-served_dish O B-cuisine I-served_dish
test_285_12,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-cuisine B-restaurant_type
test_285_13,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O I-served_dish
