id,intents_gold,slots_gold,intents_pred,slots_pred
test_321_19,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_269_15,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_426_12,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_399_16,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_16,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_258_12,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_321_20,weather/find,O O O O B-datetime O B-location I-location O,weather/find,O O O B-datetime I-datetime O B-location I-location O
test_165_15,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_258_13,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_18,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_212_14,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_372_14,weather/find,O O O O B-location O,weather/find,O O O O O
test_273_10,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_372_15,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_11,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_366_16,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location I-datetime I-datetime O
test_372_16,weather/find,O O O O B-location O,weather/find,O O O O O
test_310_16,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_321_21,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_273_11,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_442_19,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_372_17,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_12,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime O O O
test_210_13,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_372_18,weather/find,O O O O B-location O,weather/find,O O O O O
test_274_11,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_258_14,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_321_22,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_269_17,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_360_11,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_416_8,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_212_15,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_259_7,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_310_17,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_360_12,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_273_12,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_13,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_399_17,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_18,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_321_23,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime B-datetime O B-location O
test_372_19,weather/find,O O O O B-location O,weather/find,O O O O O
test_321_24,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_258_15,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_212_16,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_402_17,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_321_25,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_258_16,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_360_13,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_416_9,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_310_18,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_399_18,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_165_16,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_10,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_273_13,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_402_18,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_310_19,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_14,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_210_14,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_273_14,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_273_15,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_15,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_269_19,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_258_17,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_402_19,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_20,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_269_20,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_442_20,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_274_12,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_442_21,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_17,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_273_16,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_310_20,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_258_18,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_212_17,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_313_11,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_259_8,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_372_20,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location O
test_210_15,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_274_13,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_402_21,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_259_9,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_212_18,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_273_17,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_273_18,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_273_19,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_442_22,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_274_14,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_321_26,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_212_19,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_426_16,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_259_10,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_259_11,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_442_23,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_426_17,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_321_27,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime B-datetime O B-location O
test_402_22,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_210_16,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_360_14,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_21,weather/find,O O O O B-location O,weather/find,O O O O O
test_269_21,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_274_15,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_399_19,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_399_20,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_19,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_416_10,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_321_28,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_165_17,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_442_24,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_274_16,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_442_25,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_416_11,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_259_12,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_426_18,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_20,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_399_21,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_360_15,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_22,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_17,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_372_23,weather/find,O O O O B-location O,weather/find,O O O O O
test_442_26,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_321_29,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_165_18,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_366_18,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_165_19,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O I-location
test_258_20,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_273_21,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_313_12,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_310_21,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_399_22,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_360_16,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_402_23,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_212_20,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_313_13,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_313_14,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_310_22,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_269_22,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O I-location O
test_269_23,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_165_20,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_399_23,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_310_23,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_366_19,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_274_17,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_321_30,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_372_24,weather/find,O O O O B-location O,weather/find,O O O O O
test_426_19,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_21,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_416_12,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_258_22,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_313_15,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_269_24,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_273_22,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_210_18,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_321_31,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_402_24,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_269_25,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_210_19,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_442_27,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_273_23,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_416_13,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_310_24,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_258_23,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_426_20,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_165_21,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_399_24,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_24,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_273_24,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_402_25,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_16,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_360_17,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_442_28,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_360_18,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_210_20,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_274_18,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_212_21,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_32,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_426_21,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_402_26,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_210_21,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_310_25,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_310_26,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_442_29,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_360_19,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_310_27,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_22,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_399_25,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_25,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_273_25,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_372_25,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_22,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_310_28,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_366_20,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_13,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_258_26,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_273_26,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_360_20,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_212_22,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_310_29,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_321_33,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_399_26,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_402_27,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_442_30,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_313_17,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_313_18,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_274_19,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_210_23,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_366_21,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_372_26,weather/find,O O O O B-location O,weather/find,O O O O O
test_310_30,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O I-location
test_212_23,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_313_19,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_321_34,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_258_27,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_416_14,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_313_20,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_360_21,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_258_28,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_274_20,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O O O B-location O B-datetime I-datetime O
test_442_31,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_22,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_210_24,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_366_23,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location I-datetime I-datetime O
test_442_32,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_24,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_310_31,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_360_22,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_258_29,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_426_23,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_27,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_269_26,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_366_25,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_310_32,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_210_25,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_165_22,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_274_21,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_416_15,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_212_24,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_416_16,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_321_35,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_360_23,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_269_27,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_360_24,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
